Title,Cleaned_Description
VRChat,"무한한 가능성으로 가득 찬 공간을 상상해보십시오. 성운에 떠 다니는 나무 하우스에 감기하기 전에 오후에 전투기로가는 도그 파이트를 보내십시오. 로봇, 외계인, 8 피트 높이의 늑대와 함께 카드를 연주하기 직전에 유령의 저택을 탐험하면서 새로운 가장 친한 친구를 사귀십시오. Vrchat에는 수십만 개의 세계, 수백만 개의 아바타가 있으며 모두 사용자가 만든 아바타가 있습니다. 당신이 무엇이든 상관없이 Vrchat에는 공간이 있습니다. 그렇지 않으면 꿈을 현실로 만들 수있는 도구를 제공 할 것입니다. VRCHAT는 재미에 참여할 필요는 없지만 VR 헤드셋을 여러 가지 독특한 방식으로 활용하도록 만들어졌습니다. 즉, 움직임과 함께 흐르는 아바타와 다양한 하드웨어 플랫폼과 함께 작동하여 전신 추적, 손가락 추적 등을 제공하는 시스템을 의미합니다. 구석 구석에는 마법 같은 것이 있습니다. 살펴보고 당신이 찾은 것을보십시오. Vrchat에는 항상해야 할 일이 있으며 사람들은 그곳에서 만날 사람들이 있습니다. 플라네타륨을 방문하여 천문학에 대한 대화를 나누십시오. 장엄한 판타지 숲을 통해 가상 하이킹을하십시오. 자동차 모임으로 끌어 당겨 기어 헤드와 함께 상점을 이야기하십시오. 화학 저장 시설 아래의 라이브 음악 이벤트에 참석하고 DJ와 모호한 장르에 대해 이야기하십시오. 군중을 찾으면 그들의 그룹에 가입하면 다음에 당신이 참석할 때 다시 찾을 수 있습니다. 당신의 커뮤니티 - - 여기에 있습니다. Vrchat에는 수천 개의 게임이 있습니다. 바쁜 식당에서 부엌을 운영하거나 제로 중력으로 카트를 경주하십시오. 배틀 로얄을 공상 하시겠습니까? 우리는 그것들도 가지고 있습니다. 아마도 당신이 전에 본 것보다 더 다양한 아바타가있을 것입니다. 캐주얼 카드 게임, 슈팅 게임, 레이싱, 플랫 포머, 퍼즐, 공포 및 물론 끝없는 파티 게임과 같은 플레이를 좋아하는 것은 중요하지 않습니다. 당신이 그것을 연주하고 싶다면, 아마도 여기에 존재할 것입니다 (그렇지 않으면 직접 만들 수 있습니다). 여기의 모든 것은 Vrchat SDK를 사용하여 커뮤니티에 의해 만들어졌습니다. 우리는 사내 스크립팅 언어 인 Unity 및 Udon과 결합하여 사용자에게 상상력을 불러 일으킬 수있는 모든 것을 구축 할 수있는 많은 힘을 제공합니다. Vrchat은 다른 곳에서는 타의 추종을 불허하는 창의적인 자유를 제공하며 사용자의 아바타보다 가장 잘 반영되는 곳은 없습니다. vrchat에서는 무엇이든 될 수 있으며 원하는대로 정체성을 탐색 할 수 있습니다. 외계인이되고 싶습니까? 말하는 개? 색상이 바뀌어 음악의 비트에 반응하는 빛나는 비트가있는 지각있는 신발? 그게 당신에 관한 것이면 물론입니다."
Team Fortress 2,"""온라인에서 가질 수 있는 최고의 재미"" - PC Gamer 이제 무료입니다! 조건 같은 것은 없습니다! 원하는 만큼 많이, 그리고 오래 플레이하세요! 역대 가장 높은 평점을 받은 무료 게임입니다! 역대 가장 유명한 온라인 액션 게임 중 하나인 팀 포트리스 2는 새로운 게임 모드, 맵, 장비 그리고 가장 중요한, 모자들을 끊임없는 무료 업데이트를 통해 전해줍니다. 9개의 클래스는 광범위한 통해 전술 능력 및 개성이 부여된 다양한 플레이어 스킬을 구사할 수 있게 합니다. TF에 처음이시라고요? 걱정하지 마세요! 귀하의 스타일과 경험에 상관없이 귀하를 위한 캐릭터가 준비되어 있습니다. 귀하가 TF2의 세계로 빠져들기 전에 깃발 쟁탈전, 점령 지점, 수레밀기, 아레나, 언덕의 왕 등등 수많은 게임 모드 경험해볼 수 있도록 디테일한 트레이닝 모드는 물론 오프라인 연습 모드도 준비되어 있습니다. 귀하만의 캐릭터를 만드세요! 수백 가지 종류의 무기와 모자 말고도 여러 아이템을 수집, 제작, 구매 및 교환할 수 있습니다. 당신이 제일 좋아하는 클래스를 취향과 게임플레이 스타일에 어울리게 꾸며보세요. 아이템 전부를 모두 구매하실 필요는 없습니다 - Mann Co. 상점에 있는 거의 모든 아이템은 게임 내에서도 발견할 수 있습니다."
The Sims™ 4,"상상력을 한껏 발휘하여 개성 넘치는 심즈 세계를 창조하세요! 심들부터 건물에 이르기까지 모든 부분을 살펴보고 취향에 맞게 꾸미세요. 심들의 외모, 행동, 의상을 선택하고, 그들이 날마다 어떻게 살아갈지 결정하세요. 가족을 위해 완벽한 집을 설계해서 건설하고 좋아하는 가구와 장식물로 꾸미세요. 다른 동네에서 다른 심들을 만나고 그들의 삶에 대해서 알아보세요. 독특한 환경을 자랑하는 아름다운 마을들을 발견하며 자연스러운 모험을 계속하세요. 심들의 일상에서 펼쳐지는 좋은 일 나쁜 일을 모두 경험하고, 실생활에서 가져온 시나리오를 플레이할 때 어떤 일이 일어나는지 알아보세요! 관계를 구축하고 쌓고 커리어를 쌓고 인생의 야망을 추구하며 이 놀라운 게임에 완전히 몰입하여 나만의 방식으로 이야기를 풀어나가세요. 가능성은 무한합니다. 인생을 플레이하세요! 무료 다운로드 – The Sims™ 4의 기본 게임을 무료로 다운로드하세요. 집을 짓고, 심을 멋지게 꾸미고, 성격을 조정하는 수많은 옵션이 기다립니다. 심들의 인생 이야기를 써내려 가고 활기 넘치는 마을을 탐사하고 나 자신도 몰랐던 나를 발견할 기회를 놓치지 마세요. - EA Play 회원은 The Sims 4 Get to Work 확장팩으로 직업적 가능성을 더욱 다양하게 확장할 수 있습니다.."
데스티니 가디언즈,"데스티니 가디언즈의 세계로 뛰어들어 수수께끼 같은 태양계를 탐험하고 1인칭 슈팅 전투를 경험하세요. 강력한 원소 능력을 잠금 해제하고, 특별한 장비를 수집하여 수호자의 모습과 플레이 스타일을 완성하세요. 데스티니 가디언즈의 시네마틱 스토리, 협동 임무 도전, 다양한 PvP 모드를 혼자서 또는 친구와 함께 플레이하세요. 오늘 무료로 다운로드하여 별에 여러분의 전설을 새기세요. 몰입감 넘치는 스토리 여러분은 악명 높은 악당들에 의해 포위된 태양계에서 인류 최후의 도시를 지키는 수호자입니다. 별빛을 따라가서 어둠에 맞서세요. 여러분의 전설이 지금 시작됩니다. 수호자 직업 갑옷을 두른 타이탄, 신비로운 워록, 재빠른 헌터 중에서 선택하세요. 타이탄 강인하게 단련되고 긍지가 강한 타이탄은 거친 공격과 굳건한 방어에 모두 능합니다. 불타오르는 망치를 사용하고 번개로 하늘을 갈라 어떤 상대가 와도 정면으로 맞섭니다. 타이탄 방어막의 힘 뒤에서 여러분의 팀은 당당해 질 것 입니다. 워록 워록은 우주의 신비를 무기화하여 자신을 치유하고 적을 파괴합니다. 전장을 황폐화하고 눈 깜짝할 사이에 적들을 물리칩니다. 워록과 함께하면 빛의 진정한 힘을 깨닫게 될 것입니다. 헌터 민첩하고 대담한 헌터는 발놀림이 빠르고 총을 뽑는 속도는 그보다 더 빠릅니다. 황금 총으로 거세게 가격하고 바람처럼 적들 사이를 오가거나 어둠에 숨어 습격하게요. 적을 찾아 조준하여 전투를 시작하기도 전에 끝냅니다. 협동 및 경쟁 멀티플레이어 다양한 PvE 및 PvP 게임 모드에서 친구 및 다른 수호자와 함께, 또는 이들에 맞서 싸우세요. 협력 멀티플레이어 희귀하고 강력한 보상으로 가득 찬 신나는 협력 모험을 즐기세요. 임무, 퀘스트, 정찰을 통해 이야기 속으로 뛰어드세요. 작은 화력팀을 모아 빠른 공격전에서 상자를 획득하세요. 또는 수많은 시간을 들여야 하는 레이드로 팀의 실력을 평가해보세요. – 화력팀에게 궁극의 도전입니다. 여러분의 전설을 어디서 시작할지 결정하세요. 경쟁 멀티플레이어"
Once Human,"황야에서 생존하기 아무것도 없는 곳에서 깨어나 부족한 식량과 괴물로 가득한 자연의 잔혹함에 대비해야 합니다. 스타더스트의 영향력은 생물에 국한되지 않고 토양과 물까지 변화시켰습니다. 오염된 음식을 먹고 더러운 물을 마시면 이성치가 감소하는데, 이에 따라 최대 HP가 줄어듭니다. 먹느냐 마느냐... 그것이 문제입니다. 괴물과의 전투 한때 인간이었던 수많은 적을 상대하고 다른 차원에서 온 보스에 도전하며 강력한 아이템을 얻고 스타더스트 오염 수준을 완화하세요. 자신만을 위해 싸우는 게 아니라, 모든 생존자들을 위한 전투입니다."
Brawlhalla,"온라인 또는 현지에서 최대 8 명의 플레이어를위한 서사시 플랫폼 전투기. 캐주얼 한 자유, 순위 매치를 시도하거나 친구를 개인 실에 초대하십시오. 그리고 그것은 무료입니다! PlayStation, Xbox, Nintendo Switch, iOS, Android & Steam에서 수백만 명의 플레이어와 크로스 플랫폼을 플레이하십시오! 빈번한 업데이트. 60 개가 넘는 전설."
Aimlabs,"Aimlabs는 4천만 명 이상의 플레이어에게 신뢰받는 No.1 에임 트레이너입니다! 에임 스킬을 업그레이드할 준비가 되셨나요? Aimlabs는 FPS의 핵심 에임 스킬을 연마하는 데 도움이 되는 트레이닝 플랫폼입니다. Aimlabs는 어떤 FPS를 플레이하든 에임을 향상시킬 수 있는 포괄적인 도구 세트를 제공합니다. 엄선된 훈련 시나리오가 당신을 순식간에 에임의 신으로 만들어줄 것입니다. 플리킹, 트래킹, 스위칭의 기술을 익히기 위해 특별히 설계된 트레이닝 연습에 몰입해 보세요. Aimlabs의 상세한 분석 피드백이 유용한 인사이트를 제공하며 빠르게 실력을 향상시킬 수 있도록 안내합니다. Aimlabs는 다양한 게임과 호환되도록 새로운 기능으로 지속적으로 업데이트됩니다. 초보자든, 경험이 많은 프로든, Aimlabs는 경쟁력을 높이는 데 도움을 줄 것입니다. 주요 기능: 에임 트레이닝: 플리킹, 트래킹, 스위칭을 훈련하는 과제를 통해 에임의 기본을 마스터하세요! 게임별 맞춤 훈련: 당신이 선택한 FPS 게임에 맞는 최고의 훈련 플레이리스트를 찾으세요! 유니버설 감도 찾기: 어떤 게임에서도 최적의 감도를 찾으세요! 발로란트 트레이닝 센터: 발로란트의 기본 메커니즘을 1:1 맵 재현을 통해 훈련하세요! 적응형 과제: 각 과제를 최적의 난이도에서 수행하여 개인 맞춤형 에임 훈련을 경험하세요! Aimlabs 아카데미: 전문가가 제작한 단계별 마스터클래스로 좋아하는 FPS 게임에 훈련을 적용하는 방법을 배우세요. 매달 새로운 수업이 추가됩니다! Discovery AI 코치: AI 에임 코치로부터 맞춤형 에임 조언을 받으세요! 에임 분석: 상세한 퍼포먼스 피드백으로 에임 강점과 약점을 파악하세요!"
eFootball™,"■‘PES’에서 진화한 ‘eFootball™’ 인기 축구 게임 ‘PRO EVOLUTION SOCCER’가 ‘eFootball™’로 타이틀을 바꾸고 크게 진화하여 새롭게 태어났습니다. ‘eFootball™’에서 새로운 축구 게임을 경험해 보십시오! ■처음 플레이하는 사용자도 안심 다운로드 후에는 실제 플레이가 포함된 스텝 업 방식의 튜토리얼을 통해 직감적으로 기본 조작 방법을 익힐 수 있습니다! 전부 클리어하면 Lionel Messi를 받을 수 있습니다!! [기본적인 플레이 방법] ■나만의 ‘드림 팀’을 만들자 FC Barcelona, Manchester United, FC Bayern München, AC Milan, Internazionale Milano를 비롯한 유럽 각국의 클럽팀, 남미와 J.League 등 세계 각국의 클럽팀, 나아가 국가대표 팀 등 내가 좋아하는 팀을 기본 팀으로 선택할 수 있다! ■선수를 영입하자 팀을 만들면 선수를 영입하십시오. 현역 슈퍼스타와 역사에 남은 레전드들이 여러분의 클럽에서 활약하기 위해 기다리고 있습니다! ・특수 선수 명단 실제 경기에서 대활약한 선수와 주목받고 있는 리그의 선수, 레전드 등 특별한 선수를 영입할 수 있습니다. ・스탠다드 선수 명단 좋아하는 선수를 영입할 수 있습니다. 조건을 설정하여 자세하게 검색할 수 있습니다. ・감독 명단 다양한 전술과 효율적인 육성 유형을 가진 감독을 영입할 수 있습니다. ■경기를 즐기자 영입한 선수로 팀을 편성했으면 드디어 경기에 임하십시오. AI를 상대로 실력을 키우거나 온라인 대전에서 순위를 겨루는 등, 즐기는 방법은 여러분에게 달렸습니다! ・VS AI전에서 실력 키우기 이제 막 게임을 시작한 사용자에게 추천하는 ‘Starter’를 비롯하여 주목받고 있는 리그의 팀을 상대로 싸우는 이벤트 등 축구 시즌에 맞춘 다양한 테마의 이벤트가 개최됩니다. 드림 팀에서 테마에 맞는 팀을 구성하여 참가해 보십시오!"
THE FINALS,"승리를 쟁취할 수 있습니까? 여러분, 기다리시던 소식을 알려드립니다. 'THE FINALS'에서는 새로운 참가자를 모집합니다. 바로 여러분입니다! 곧 전 세계가 여러분이 다이나믹한 전투 아레나에서 승리를 쟁취하는 모습을 지켜보게 될 것입니다! 세계 최고의 전투를 기반으로 한, 무료로 플레이 가능한 게임 쇼 'THE FINALS'를 선보입니다! 참가자들은 매력적인 실제 명소들을 기반으로 제작된 가상의 세계에 입장해 라운드를 거듭할수록 고조되는 토너먼트에서 팀 단위로 전투를 벌입니다. 플레이어의 능력, 전술을 통해 적의 취약점을 파악하고, 아레나를 부숴가며 전략을 구사하여 우승을 향해 달려보세요! 놀라운 경험과 더불어 영원한 명성을 누리실 겁니다! 그냥 흔한 FPS? 아닙니다. 'THE FINALS'에서는 정교하게 제작된 가상의 환경 또한 플레이어의 마음대로 파괴와 변형이 가능합니다. 승리를 위해서라면 상상할 수 있는 모든 것을 시도해 보세요! 화염방사기로 경기장을 불태우고, 멋진 전략으로 이용하여 상대방을 전멸시키세요! 무기들만 있는 것이 아닙니다! 보이는 모든 것들을 이용해서 전장을 파괴하고 승리를 쟁취하세요! 전 세계가 주목하고 있습니다! THE FINALS는 화려한 볼거리를 선사합니다. 플레이어를 화려하게 바꿔 줄 스폰서의 지원과 명성을 얻기 위해 펼치는 스릴 넘치는 전투에서 나만의 플레이를 선보이며 팬들을 열광시키세요. 나만의 개성 있는 플레이 - 카타나를 손에 들고 적의 팀을 몰래 습격하거나, 폭발물로 건물 전체를 날려 버려 순식간의 전세를 역전할 수 있습니다. 'THE FINALS'에서는 여러분이 직접 판단하고 행동할 수 있습니다! 전투 스타일에 맞는 다양한 체형에 따라 다른 기술과 다양한 무기와 기기들이 준비되어 있어, 여러분만의 플레이 스타일을 만들 수 있습니다! 지배하거나 지배당하거나! - 총을 잘 다룰 수 있는 숙련된 참가자라면 전장을 지배할 수 있겠지만, 파괴되는 환경 역시 여러분이 적들을 상대하는 무기 중 하나입니다! 전장을 파괴하고 변형시킬 수 있습니다. – 다만, 당신뿐만 아니라, 적군도 전장을 지배할 수 있다는 점을 기억하세요 라이징 스타 - 라이징 스타가 될 준비가 되었습니까? ""THE FINALS""에서 스폰서는 당신이 화려함의 상징이 된 다는 것입니다. 스폰서들의 화려한 커스터마이제이션으로 독특한 아바타를 만들어 팬과 명성을 얻으세요! ! 일생일대의 기회! 실제 세계 명소를 모티브로한 아레나, 제약이 없는 건물 파괴, 그리고 무한한 전략의 선택이 여러분을 기다리고 있습니다. 모든 것을 활용하고 끊임없는 명성을 누리세요. 하지만 적들도 같은 기회를 가질 수 있죠. 더 개성 있고 독특하고 기발한 방법으로 전투를 펼쳐보세요. 준비됐나요? 여러분은 차세대 라이징 스타가 될 수 있을까요?"
Bongo Cat,"Bongo Cat은 당신의 도움이 필요합니다. Bongo Cat에게는 더 많은 모자가 필요해요!!! 당신이 키를 누를 때 마다 Bongo Cat은 작업 표시줄을 때릴 겁니다. 더 많은 포인트를 모으기 위해 키보드를 누르고, 마우스를 누르고, 게임을 하고, 업무를 보세요. 어떤 모자를 얻게 될까요? 모자 등급 별 등장 확률*: 커먼 - 90% 언커먼 - 9.5% 레어 - 0.49% 에픽 - 0.01% 레전더리 - 1/500000 * 변경될 수 있습니다. 기능: - 당신만을 위한 Bongo cat - 다양하게 꾸밀 수 있는 옵션 - 당신이 열심히 일하는 동안 함께 해 줄 친구 Based on the artwork and meme of @StrayRogue"
Wuthering Waves,"오픈월드 액션 RPG 『명조:워더링 웨이브』에서는 높은 자유도의 액션과 다양한 오픈월드 어드벤처를 즐길 수 있으며, 플레이어는 오랜 잠에서 깨어난 '방랑자'가 되어, 스스로의 기억과 이야기를 찾는 여정에 올라 다양한 파트너들과 함께 이 세상을 바꾸기 위한 여정을 떠나게 됩니다. 현재 STEAM DECK과 관련하여 호환성 문제가 확인되었습니다. 문제 해결 진행 상황은 커뮤니티를 통해 지속적으로 안내해드릴 예정이니, 방랑자 여러분의 너른 양해를 부탁드립니다. 방랑자님! 이곳에서 깨어나신 것을 환영합니다. 소리 없는 조수가 우리 세계의 많은 것을 휩쓸고 갔습니다. 비명의 강림 앞에 인류는 과거의 법칙만을 남겼으며, 문명은 비명의 발아래 묻혔습니다. 그러나 침묵의 정적이 끝난 지금, 인류는 새로운 시작을 위해 나아가고자 합니다. 파멸과 함께 나타난 이상 현상은 새로운 삶을 가져왔고, 인류는 그들과 함께 새로운 시대를 열어가고 있습니다. 그리고…… 방랑자의 여행도 이제 막 시작되려 합니다. 함께 싸워 줄 친구를 만나 상상을 뛰어넘는 적과 마주할 수도 있고, 자신을 변화시키는 힘을 받아들여 모든 것을 뒤엎는 진실을 파헤칠 수도 있고, 미처 보지 못한 기묘한 광경을 탐험하게 될 수도 있습니다. 물론 모든 길은 방랑자의 선택에 달려 있습니다. 방랑자가 어떤 선택을 하게 될지는 알 수 없으나, 자신만의 답을 찾고 이 재난의 아픔을 이겨 나갈 수 있을 것이라 믿습니다. 어쩌면, 정체된 문명이라는 배를 출항시킬 수 있는 사람은 방랑자 뿐일지도 모릅니다. 조수의 흐름이 순환되듯, 인류의 문명도 끊임없이 순환됩니다. 이제, 자신의 답을 찾기 위한 여행길에 오르세요."
Splitgate 2 - Beta,"포털이 모든 것을 바꿉니다 Splitgate 2는 계속해서 진화하는 경험과 함께 차원이 다른 총격전 플레이, 물 흐르는 듯한 움직임, 다양한 게임 모드를 선사하는 유일무이한 포털 이동식 F2P 슈팅 게임입니다. 스포츠의 미래를 보여드리겠습니다. 물 흐르는 듯한 움직임: 포털의 힘으로 더 영리하게, 더 전략적으로 압도하세요. 추진력 넘치는 움직임과 순간이동 전략을 이용해 포털을 연결하고, 위험을 회피하고, 다른 어떤 게임에서도 할 수 없는 플레이를 선보이세요. 차원이 다른 총격전 플레이: 한 방 한 방이 소중합니다. 정밀한 헤드샷부터 마구 갈겨대는 근접 발사까지, Splitgate 2는 만족스러운 스킬 기반 건플레이를 선사합니다. 최고의 다양성: 새로운 맵, 모드, 무기, 도전 과제가 주기적으로 업데이트됩니다. 승리를 향해 돌진하든, 친구들과 편안하게 즐기든, 언제나 새롭게 즐길 만한 것들이 있으실 겁니다."
이터널 리턴,"Search, Craft, Hunt! 영원히 반복되는 생존 실험 세상과는 떨어진 섬 루미아에서, 과학집단 아글라이아가 인간을 대상으로 신인류가 되기 위한 비밀스러운 생존 실험을 벌입니다. 생존에 필요한 무기와 방어구를 제작해 다른 생존자들을 쓰러트리고 마지막까지 살아남으십시오. 실험이 시작되었습니다."
World of Warships,"한국의 경우 스팀 계정과 워게이밍 계정 간의 연동이 불가합니다. 월드 오브 워쉽을 다운로드하고 무료로 플레이해 보십시오. 게임을 플레이하며 다양한 군함 계통도를 연구할 수 있습니다. 해상 전쟁엔 언제나 승자와 패자가 존재하기 마련입니다! 대형 지도에서 펼쳐지는 치열한 대규모 함대 교전에서 기동, 일제 사격, 진군 등의 전략을 구사하여 승패를 판가름해 보십시오. 월드 오브 워쉽엔 Bismarck, Yamato, Iowa, Hood 등 제1차 및 제 2차 세계대전에 등장하였던 다양한 역사적 군함이 구현되어 있습니다. 가상 해상 박물관의 세계로 여러분을 초대합니다! 나만의 플레이 방식에 따라 함종을 선택할 수 있습니다! 강력하지만 느린 전함, 다재다능하지만 약점 또한 보유한 순양함, 은밀히 기동할 수 있으나 장갑이 얇은 구축함, 신속한 공습이 가능하지만 노출 시 공격에 취약한 항공모함 등 다양한 군함이 여러분을 기다립니다! 12개 국가 중 원하는 국가를 선택하여 전장에 참여하고 간접적으로 역사를 체험하며 군함 단계에 관한 이해도를 높여 보십시오. 본인의 플레이 방식에 따라 강화 장치를 장착하고, 함장을 훈련하여 특별 기술을 획득하고, 위장, 신호기 등을 적용하여 군함 성능을 향상해 보십시오. 혼자 플레이하는 것보다 함께 플레이하는 것을 선호한다면 전대에 친구를 초대해 보십시오! 도전할만한 무언가를 원한다면 클랜에 가입하고 클랜 리그 최정상을 목표로 삼아 여러분의 호승심을 불태워 보십시오!"
Magic: The Gathering Arena,"디지털 다차원에 오신 것을 환영합니다! 매직: 더 개더링은 오리지널 트레이딩 카드 게임입니다. 이제 친구들과 함께 어디서든 무료로 다운로드하고 플레이할 수 있습니다! 매직: 더 개더링 아레나로 전략을 탐색하고, 플레인즈워커를 만나고, 다차원을 탐험하고, 전 세계의 친구들과 전투할 수 있습니다. 카드를 모아서 자신만의 덱을 구축하고 마스터해서 전설의 덱을 만드세요. 지금까지의 전투는 시작에 불과합니다. 아름다운 전장에서 아레나의 파격적인 전투 효과를 즐기면서 게임에 몰입하세요. 무료로 플레이하고, 친구들과 경쟁하고, 카드를 획득하면서 오리지널 판타지 CCG의 마법을 느껴보세요! 초보자도 환영 매직을 플레이해본 적이 없으신가요? 괜찮습니다! 매직: 더 개더링 아레나의 튜토리얼로 다양한 플레이 스타일을 경험하면서 자신만의 전략을 찾고, 거친 힘으로 상대를 휘어잡는 유형과 속임수를 쓰는 유형, 아니면 그 사이에 있는 어딘가에서 자신의 성향을 결정하세요. 다차원의 다양한 캐릭터를 만나 보고 오리지널 판타지 수집형 카드 게임을 배우는 일을 빠르고 재미있게 만들어 주는 주문과 유물들을 사용해 보세요. 매직을 플레이하는 일이 그 어느 때보다 쉬워졌습니다! 카드를 수집해서 자신의 성향에 맞는 덱을 짜고 전략을 마스터해 친구들과 대결하고 TCG와 함께하세요. 온라인으로 즐기는 매직 오리지널 TCG의 디지털 버전이 탄생했습니다! 매직: 더 개더링 아레나에서 판타지 세계를 탐험하세요. 덱을 짜서 다양한 게임 형식을 플레이하면서 카드를 수집하고, 여러 가지 전략을 마스터하고, 친구나 AI와 대결하면서 스킬을 연마하세요. 드래프트와 난투 등 다양한 게임 형식, 수집 가능한 덱 15개, 폭발적인 카드 콤보 효과로 그동안 꿈꾸던 매직: 더 개더링 플레이 스타일을 실현하세요! 눈이 휘둥그레지는 꾸미기 아이템, 카드 슬리브, 애완동물을 자랑하세요. 일일 보상을 누적해 콜렉션을 확장하고 전략을 반영하여 강력한 덱을 만드세요. 도전하여 플레이 친구와 함께 자존심을 건 맞대결을 벌이거나 게임 토너먼트에 참가해 신나는 상품을 받으세요! 드래프트와 난투를 조합하면 대결할 상대가 언제나 끊이지 않습니다. 특별한 게임 내 이벤트에서는 엄청난 보상을 받을 수 있고, e-스포츠 예선전을 통해 아레나 프리미어 플레이 리그에서 플레이하는 프로 매직 선수가 되는 꿈에 한 발 더 가까이 갈 수 있습니다! 캐주얼 전투에 참가해 마음껏 전략을 연마하거나 e-스포츠 예선전과 토너먼트에 참가해 실력을 뽐내세요. 판타지와 매직 매직: 더 개더링의 판타지 차원에 뛰어들어 매직의 몰입감 넘치는 설화와 생생한 카드 삽화로 자신만의 전설을 쓰세요. 좋아하는 캐릭터만으로 덱을 만들어 그 캐릭터의 가장 특징적인 주문과 유물을 사용하거나, 이야기가 담긴 테마 덱을 만들어 다차원으로 향하는 자신만의 길을 찾으세요. 자신만의 이야기를 펼쳐 가세요! 모든 가격에는 부가가치세가 포함되어 있습니다. 위저즈오브더코스트, 매직: 더 개더링, 매직: 더 개더링 아레나와 관련된 로고, 매직, 마나 기호, 플레인즈워커 기호, 모든 캐릭터 이름 및 고유한 초상은 위저즈오브더코스트 LCC의 자산입니다. ©2019-2024 Wizards."
Russian Fishing 4,"러시아낚시4의 개발로 낚시에 대한 우리의 공통된 열정과 자연에 대한 사랑을 전달할 수 있는 세상을 만드는 것이 저희 팀의 목표입니다. 별이 서서히 희미해지고 새가 지저귀기 시작하는 새벽에 물기를 기다리며, 숨을 참으며 기다리다 커다란 포식성 물고기의 물림에 낚시대가 위험하게 구부러질 때, 방금 잡은 물고기를 모닥불에서 간단히 요리합니다 – 이 모든 것이 러시아 피싱 4에서 가능합니다. 그리고, 이 게임은 낚시꾼들이 낚시꾼들을 위해서요 디자인한 것 입니다. 게임의 주요 특징은 다음과 같습니다. 현재, 게임은 17개의 수역과 독특한 기상 환경 및 다양한 물고기 세트를 제공합니다. 190가지 이상의 세부 종을 경험해 보실수 있고 시간이 지나면 이 숫자는 더 늘어날 것입니다. 귀하의 성과를 다른 참가자와 랭킹, 자격 및 통계에서 비교하고, 다양한 경기 및 경품 이벤트에 참가하세요. 어종(습관)에 대한 지식을 습득하여 본인이 잡고자하는 전설적인 트로피 어종을 잡을 수 있는 완벽한 장비 세팅도 하시길 바랍니다. 러시안 피싱 4 – 물가에서 만나요."
Palia,"여러분과 친구를 위한 판타지 라이프 시뮬레이션 어드벤처 게임, Palia에 오신 걸 환영합니다! 모든 이를 환영하는 Palia의 세계를 둘러보세요. Palia는 생명체를 키우고 꿈꾸던 집을 지으며 제작과 탐험을 할 수 있는 무료 판타지 라이프 시뮬레이션 어드벤처 게임입니다. Palia를 집처럼 편한 장소로 만들 방법은 끝도 없이 많습니다. 이 따스하고도 화려한 세계에서는 어딜 가든 편안하고도 즐겁게 지낼 수 있답니다. 판타지에서 꿈꾸던 삶을 살아보세요 모험과 설정으로 가득한 세계에 뛰어드세요. 퀘스트를 완료하고 고대 인간의 비밀을 밝히며 Palia 마을 주민들과 관계를 돈독히 하고, 여러분 주변의 스토리를 만들어 보세요. 함께 제작, 건설을 하며 기억에 남는 순간을 만드세요 무한에 가까운 가능성으로 이상적인 공간을 만들어 보세요! 건물 블록을 배치하고, 정원 일 장식을 사용하여 안팎으로 여러분만의 집 풍경을 만들어 보세요. 여러분의 창의력을 모두에게 보여주고, 집 둘러보기에 참여하여 커뮤니티의 멋진 디자인을 보며 영감을 얻어보세요. 고대 마법의 숲, 엘더우드의 비밀을 밝히세요 가는 곳마다 서프라이즈로 가득한, 빽빽한 마법의 숲을 탐험해 보세요. 새로운 유물, 생물, 곤충과 더불어 엘더우드의 수수께끼를 친구와 함께 밝혀보세요. 이벤트와 미니게임을 즐기세요"
